incident_id,number,user_id,cohort_month,months_since_onboard,opened_at,resolved_at,priority,state,category,assignment_group,location,resolution_hrs,sla_breached,reopen_count
INC2949236,INC0304408,USER0271,2024-01,0,2023-01-09 02:34:31,01-09-2023,2 - High,Resolved,Access,Database Admin,Chennai,3.8,,2
INC2865970,INC0303590,USER0295,2023-12,0,2023/12/02 01:52,,P3,On Hold,Database,Database Admin,Chennai,,no,
INC8495727,INC0300073,USER0151,2023-03,13,2024-04-28 15:53:44,2024-04-29 21:45:22,4 - Low,resolved,,Service Desk,Delhi,29.86,Yes,2
INC4734563,INC0300271,USER0300,2023-05,0,2023-05-09 18:45:33,10/05/2023 01:17,LOW,Resolved,Network,Security Ops,Chennai,6.53,No,1
INC6388715,INC0305250,USER0228,2024-04,0,2023-12-18 15:38:50,,P3,in progress,,Security Ops,Hyderabad,,Yes,2
INC5904003,INC0304620,USER0009,2024-06,0,2024-02-16 05:55:59,,P2,new,,Service Desk,Bangalore,,,0
INC7464723,INC0301390,USER0086,2024-02,0,2024-01-29 05:36:13,2024-01-30 17:39:56,3 - Moderate,Closed,Security,Database Admin,Hyderabad,,no,0
INC7475315,INC0305303,USER0122,2023-09,14,2024-11-01 10:48:01,,2 - High,,Network,Infrastructure,,,YES,
INC4978105,INC0302517,USER0013,2024-05,1,23/06/2024 07:32,,4 - Low,new,Database,Application Support,,,YES,0
INC3255683,INC0301846,USER0149,2023-09,0,30/07/2023 18:41,,,New,Access,Service Desk,Bangalore,,yes,0
INC5162356,INC0302396,USER0066,2023-02,4,2023-06-03 10:46:21,,P2,,,Application Support,Bangalore,,,1
INC4648569,INC0303157,USER0197,2024-04,0,2023/12/22 12:26,,,,,Service Desk,Delhi,,yes,
INC5883053,INC0300940,USER0286,2023-10,10,2024-08-17 11:00:45,N/A,,resolved,Hardware,Infrastructure,,,YES,2
INC5508619,INC0301969,USER0079,2023-05,12,2024-05-02,,4 - Low,,Network,Database Admin,Remote,,Yes,2
INC2323342,INC0304915,USER0163,2024-01,0,09-21-2023,2023-09-22 17:04:38,4 - Low,Closed,Security,Security Ops,Remote,32.5,no,1
INC2612796,INC0305013,USER0265,2023-10,13,2024-11-26 17:59:46,2024/11/26 21:42,2 - High,resolved,Access,Service Desk,Delhi,3.71,Yes,2
INC3643309,INC0304648,USER0031,2023-07,3,2023-10-22 21:51:00,,1 - Critical,,Hardware,Infrastructure,Remote,,No,0
INC8622982,INC0300553,USER0123,2023-10,11,2024/09/12 05:50,,3 - Moderate,new,Access,Application Support,Remote,,,0
INC5776647,INC0303952,USER0285,2023-01,20,2024-09-07 16:43:59,2024-09-08 08:30:34,,resolved,Network,Application Support,Hyderabad,15.78,no,0
INC7015896,INC0300889,USER0289,2024-05,0,2023-03-29 17:19:43,NULL,4 - Low,Closed,,Database Admin,Chennai,8.52,no,
INC4786713,INC0305169,USER0284,2023-09,0,2023-05-31 15:11:54,,P2,,Hardware,Infrastructure,Delhi,,no,2
INC6746927,INC0302462,USER0066,2023-02,22,12-13-2024,,,In Progress,Hardware,Application Support,Remote,,No,0
INC3894301,INC0301473,USER0093,2023-08,0,25/03/2023 08:23,,2 - High,new,Access,Security Ops,Remote,,,0
INC8579346,INC0301978,USER0296,2023-09,0,2023-07-18 05:57:46,,4 - Low,In Progress,,Service Desk,Remote,,no,0
INC3022749,INC0303009,USER0259,2024-04,3,15/07/2024 09:54,,4 - Low,In Progress,Database,Application Support,Chennai,,Yes,2
INC6675025,INC0303294,USER0192,2024-03,0,2023-01-06 08:14:49,2023-01-06 08:44:49,,Closed,Network,Application Support,,0.5,,1
INC2828549,INC0303121,USER0089,2024-04,0,2023-09-07 12:36:06,,,in progress,Hardware,Application Support,,,,1
INC4374381,INC0304306,USER0193,2023-01,11,2023-12-04 00:13:09,05/12/2023 00:30,P3,CLOSED,Network,Service Desk,Bangalore,24.29,Yes,0
INC4648329,INC0300916,USER0005,2023-07,5,2023-12-28 11:42:52,,high,new,Software,Infrastructure,Chennai,,YES,1
INC4399420,INC0300689,USER0299,2023-12,0,2023-06-08 02:23:02,08/06/2023 13:45,2 - High,Resolved,,Application Support,Remote,11.37,yes,0
INC7831548,INC0303249,USER0273,2024-03,0,2023-02-28 23:36:33,2023-03-01 17:36:24,critical,Closed,Database,Infrastructure,Hyderabad,18.0,no,
INC9117671,INC0302774,USER0036,2023-07,10,2024-05-20 06:38:26,2024-05-21 13:57:23,LOW,Closed,,Database Admin,Remote,31.32,YES,1
INC7863434,INC0302278,USER0298,2023-12,0,02/07/2023 21:31,04/07/2023 07:12,P2,Resolved,Software,Security Ops,Hyderabad,33.68,No,1
INC8286454,INC0301161,USER0218,2023-03,21,2024-12-26 22:51:30,2024-12-28 06:08:57,P1,Closed,Access,Application Support,,31.29,,
INC9884766,INC0304360,USER0076,2023-02,14,2024-04-25 02:54:17,,2 - High,in progress,Hardware,Service Desk,Chennai,,,
INC6451719,INC0304123,USER0234,2023-04,5,20/09/2023 08:35,2023-09-21 03:15:35,2 - High,Closed,Access,Service Desk,Remote,18.66,YES,2
INC9217263,INC0303939,USER0249,2023-12,0,18/11/2023 14:14,,LOW,in progress,,Database Admin,,,no,0
INC5720483,INC0301362,USER0194,2023-02,21,25/11/2024 10:22,2024-11-26 06:59:06,3 - Moderate,Resolved,,Database Admin,Hyderabad,20.61,YES,0
INC7746234,INC0301986,USER0265,2023-10,4,2024-02-02 14:57:08,2024-02-03 03:44:52,,CLOSED,,Service Desk,Mumbai,12.8,,0
INC4472057,INC0302801,USER0256,2024-04,0,2023/03/05 22:55,,2 - High,in progress,Security,Service Desk,Chennai,,YES,1
INC6631863,INC0305129,USER0150,2023-10,10,20/08/2024 19:25,2024-08-21 11:09:52,P3,resolved,,Security Ops,Chennai,15.74,,0
INC3373423,INC0304196,USER0161,2024-05,7,2024-12-29 16:20:01,,4 - Low,Closed,,Application Support,,,,1
INC8563263,INC0304402,USER0290,2024-03,4,2024-07-12 17:15:57,2024-07-13 14:33:28,3 - Moderate,Resolved,Access,Infrastructure,Bangalore,21.29,,
INC8903440,INC0301145,USER0220,2024-04,0,02-15-2023,2023-02-16 20:08:01,4 - Low,CLOSED,Access,Database Admin,Remote,26.45,yes,1
INC3811363,INC0302244,USER0027,2024-06,0,2023/02/16 08:45,,3 - Moderate,Resolved,,Database Admin,Remote,,YES,0
INC9763877,INC0300604,USER0266,2024-02,8,09/10/2024 07:18,,P1,,Access,Service Desk,Hyderabad,,Yes,0
INC2434967,INC0304146,USER0186,2024-05,0,2023-03-15 18:01:56,,4 - Low,,Security,Application Support,,,no,0
INC3739170,INC0301581,USER0086,2024-02,7,2024-09-03 06:47:46,2024-09-04 22:16:15,P2,Resolved,,Database Admin,Hyderabad,39.47,,0
INC9087889,INC0301048,USER0082,2023-03,16,2024-07-22 22:09:04,,4 - Low,in progress,Database,Security Ops,,,Yes,1
INC2022965,INC0304046,USER0163,2024-01,0,2023-09-08 18:59:04,,3 - Moderate,new,Software,Security Ops,Delhi,,No,2
INC2093052,INC0303279,USER0111,2024-05,0,2023/08/22 16:45,,,in progress,Access,Security Ops,,,No,
INC2808444,INC0303276,USER0154,2023-11,13,13/12/2024 03:51,,critical,In Progress,Access,Service Desk,Bangalore,,,0
INC9745967,INC0303717,USER0015,2023-09,0,2023-09-09 07:52:41,,3 - Moderate,,Database,Service Desk,Hyderabad,,Yes,0
INC6673949,INC0302204,USER0256,2024-04,0,2023-04-08 03:37:16,,1 - Critical,,Security,Service Desk,,,yes,
INC8391842,INC0302957,USER0129,2023-02,9,16/11/2023 07:12,11-17-2023,P3,resolved,Hardware,Database Admin,Chennai,21.15,,1
INC4552711,INC0303526,USER0295,2023-12,2,14/02/2024 21:01,,3 - Moderate,In Progress,Access,Database Admin,Delhi,,yes,0
INC2865434,INC0302213,USER0291,2023-01,22,28/11/2024 23:39,,4 - Low,On Hold,,Service Desk,Remote,,No,1
INC5383041,INC0300975,USER0234,2023-04,3,2023-07-08 19:34:33,,high,in progress,,Service Desk,,,No,0
INC4866605,INC0302130,USER0247,2023-08,0,2023-05-07 07:06:10,,1 - Critical,in progress,Software,Security Ops,Chennai,,,2
INC6268319,INC0301916,USER0183,2023-06,6,2023-12-06 01:47:36,,3 - Moderate,new,Database,Service Desk,,,YES,
INC7996622,INC0303698,USER0075,2024-04,0,2023/02/26 15:46,,1 - Critical,New,,Infrastructure,Delhi,,yes,0
INC5680255,INC0305275,USER0120,2023-10,7,24/05/2024 15:26,,P3,new,Network,Infrastructure,Hyderabad,,,
INC9995177,INC0301110,USER0238,2023-11,6,29/05/2024 10:59,,high,On Hold,,Security Ops,Delhi,,,
INC3528923,INC0303228,USER0153,2023-11,3,2024-02-07 07:01:50,,critical,,Hardware,Application Support,Delhi,,yes,
INC6955790,INC0303584,USER0024,2023-11,7,20/06/2024 10:41,,P1,In Progress,Hardware,Application Support,,,no,0
INC8606149,INC0302553,USER0239,2024-02,8,10-30-2024,,P2,In Progress,Software,Infrastructure,Delhi,,,0
INC9914953,INC0300148,USER0247,2023-08,14,2024/10/30 22:09,,critical,On Hold,Hardware,Security Ops,Chennai,,no,2
INC9001779,INC0301574,USER0047,2023-03,10,2024/01/02 20:38,N/A,1 - Critical,Resolved,Software,Security Ops,,,yes,
INC8363530,INC0304069,USER0289,2024-05,0,2024-05-21 06:54:28,,LOW,,Hardware,Database Admin,Hyderabad,,,0
INC4921101,INC0305475,USER0182,2023-09,1,2023-10-14 02:30:25,,,new,Access,Security Ops,Hyderabad,,yes,0
INC7547211,INC0304985,USER0158,2024-04,0,05-17-2023,NULL,high,CLOSED,Hardware,Database Admin,Hyderabad,,yes,2
INC5376145,INC0302637,USER0176,2024-06,0,06-10-2024,,P3,New,,Service Desk,Hyderabad,,yes,0
INC4989898,INC0304423,USER0062,2024-01,9,2024/10/09 17:35,,critical,On Hold,Network,Application Support,,,no,
INC9762516,INC0303885,USER0023,2023-11,10,26/09/2024 19:16,,critical,New,Access,Application Support,Delhi,,No,0
INC9216640,INC0305016,USER0250,2023-05,16,2024-09-13 16:21:23,,,,Security,Infrastructure,Chennai,,Yes,0
INC4112760,INC0303290,USER0053,2023-04,16,08-01-2024,2024-08-01 07:28:27,critical,CLOSED,,Application Support,Bangalore,5.31,YES,0
INC7929044,INC0301024,USER0054,2023-12,0,2023-04-07 14:04:48,,critical,New,Access,Service Desk,Hyderabad,,YES,0
INC4935734,INC0303609,USER0078,2023-04,17,09-26-2024,,P2,new,,Infrastructure,Hyderabad,,No,1
INC8310502,INC0301194,USER0196,2023-05,10,2024/03/11 05:47,2024-03-12 11:19:54,1 - Critical,Resolved,Security,Database Admin,Delhi,29.54,no,0
INC8843371,INC0302392,USER0279,2023-06,6,2023-12-24 04:55:56,2023-12-25 15:21:14,P3,Resolved,Access,Service Desk,Remote,34.42,YES,0
INC9350024,INC0303882,USER0297,2023-04,16,2024-08-12 13:07:01,,,,Security,Application Support,,,no,0
INC8485246,INC0301354,USER0105,2023-06,12,26/06/2024 08:34,,2 - High,On Hold,Database,Service Desk,,,,0
INC7985214,INC0305025,USER0248,2023-06,17,2024-11-30 14:32:28,,P3,New,Software,Application Support,,,no,2
INC6813108,INC0303649,USER0002,2023-11,0,25/11/2023 10:04,2023-11-26 12:50:36,,Resolved,Hardware,Database Admin,,26.77,,1
INC8767256,INC0305437,USER0033,2023-07,14,2024-09-20 09:39:33,,P3,,,Infrastructure,Delhi,,No,1
INC8668076,INC0300619,USER0077,2024-04,8,09/12/2024 01:58,,1 - Critical,In Progress,Software,Application Support,Mumbai,,yes,0
INC7709756,INC0303627,USER0265,2023-10,0,12/04/2023 04:38,,1 - Critical,in progress,Software,Service Desk,,,yes,2
INC5531355,INC0300845,USER0195,2024-03,2,06/05/2024 03:19,,LOW,New,Database,Infrastructure,Delhi,,Yes,1
INC4506447,INC0303960,USER0230,2024-01,5,06-15-2024,,4 - Low,New,Database,Security Ops,,,,
INC2109346,INC0302849,USER0155,2023-07,15,2024/10/14 09:37,,high,New,Network,Service Desk,,,No,0
INC7007387,INC0305267,USER0204,2023-02,12,2024-02-22 17:40:20,,LOW,new,Network,Infrastructure,Chennai,,no,0
INC5216516,INC0300641,USER0190,2023-03,19,2024-10-02 22:09:38,,2 - High,On Hold,Software,Security Ops,Delhi,,YES,0
INC3579511,INC0304876,USER0083,2023-01,3,2023-04-03 16:26:07,,3 - Moderate,On Hold,Security,Service Desk,Bangalore,,no,
INC2301195,INC0303616,USER0169,2023-09,12,2024-09-07 22:55:13,2024-09-09 13:02:30,1 - Critical,Closed,,Database Admin,,38.12,yes,0
INC3854849,INC0302547,USER0019,2023-07,17,2024-12-01 18:21:58,,P1,new,,Security Ops,,,YES,0
INC8619513,INC0303308,USER0278,2024-01,0,2023-10-17 05:06:38,,,new,Software,Service Desk,Mumbai,,No,0
INC3878012,INC0305244,USER0243,2023-12,0,2023-02-21 02:38:28,2023-02-22,4 - Low,resolved,Software,Service Desk,Mumbai,32.88,Yes,2
INC6107315,INC0301933,USER0152,2024-05,0,2023-05-11,,,new,Hardware,Infrastructure,Hyderabad,,,0
INC9552605,INC0302235,USER0283,2024-02,0,2023-01-14 03:59:30,,2 - High,On Hold,Security,Service Desk,Delhi,,no,2
INC9933210,INC0301322,USER0161,2024-05,0,2024/01/17 05:34,2024-01-17 06:04:39,1 - Critical,Closed,Hardware,Application Support,Mumbai,0.5,no,1
INC6796846,INC0303005,USER0008,2024-04,0,2023-09-06 15:31:40,,3 - Moderate,,Security,Service Desk,Delhi,,,1
INC7583945,INC0300913,USER0179,2023-01,14,2024-03-13 19:21:31,2024-03-13,3 - Moderate,resolved,Database,Security Ops,Mumbai,2.19,,
INC3523968,INC0301897,USER0056,2023-02,5,2023-07-04 17:40:26,,3 - Moderate,In Progress,Hardware,Service Desk,,,Yes,2
INC7700394,INC0304424,USER0211,2024-06,0,2023-03-15,,2 - High,,Security,Database Admin,,,yes,2
INC8056166,INC0302799,USER0060,2023-08,6,2024-02-17 07:27:37,,3 - Moderate,in progress,Hardware,Infrastructure,Chennai,,,0
INC4566719,INC0304874,USER0290,2024-03,0,2023-03-06 03:00:04,,2 - High,in progress,,Infrastructure,Hyderabad,,YES,1
INC9676885,INC0303491,USER0241,2024-05,0,2023-02-15 09:48:32,16/02/2023 08:57,P2,resolved,Database,Infrastructure,Hyderabad,23.15,Yes,
INC3563572,INC0300343,USER0072,2023-04,8,2023-12-15 07:32:11,,critical,In Progress,Software,Database Admin,Hyderabad,,,
INC5131008,INC0304906,USER0060,2023-08,5,2024-01-11 06:30:46,,,new,Network,Infrastructure,Remote,,no,0
INC6454932,INC0301001,USER0143,2024-03,2,2024-05-06 22:02:37,07/05/2024 19:49,,CLOSED,Database,Infrastructure,Chennai,21.79,Yes,0
INC8574456,INC0303081,USER0184,2023-11,6,2024-05-09,,,,Database,Database Admin,,,no,1
INC2772228,INC0302119,USER0267,2024-02,0,2023/10/07 08:45,2023-10-07 11:23:16,high,Closed,Access,Infrastructure,Mumbai,2.63,YES,
INC2072268,INC0305380,USER0042,2023-07,13,2024-08-31 09:36:46,31/08/2024 10:06,,resolved,Software,Application Support,Delhi,0.5,,
INC7569148,INC0302151,USER0245,2023-09,13,11/10/2024 05:19,2024-10-11 09:55:44,2 - High,CLOSED,Software,Service Desk,Delhi,,No,1
INC3840033,INC0304273,USER0143,2024-03,3,2024-06-08 13:23:48,2024-06-08 20:48:59,P1,Resolved,Security,Infrastructure,Remote,7.42,No,0
INC6603422,INC0303309,USER0144,2024-04,0,2024-01-20 13:18:14,,,,Access,Application Support,Hyderabad,,Yes,0
INC4457664,INC0305462,USER0114,2024-04,6,2024-10-30 00:45:42,2024/10/30 18:47,,Closed,Access,Application Support,,18.03,yes,
INC7167846,INC0302096,USER0058,2024-05,0,2024-03-10 00:14:40,,2 - High,in progress,Network,Security Ops,Chennai,,Yes,0
INC5736110,INC0300638,USER0141,2024-01,8,2024-09-14 18:19:38,,3 - Moderate,In Progress,Access,Database Admin,Remote,,,
INC2281610,INC0300066,USER0207,2023-02,4,2023-06-26 22:28:43,2023-06-27 23:12:26,high,resolved,,Security Ops,Remote,24.73,yes,2
INC8127312,INC0300731,USER0196,2023-05,6,2023-11-30 19:27:08,01/12/2023 07:26,2 - High,resolved,,Database Admin,Chennai,11.99,No,2
INC8656839,INC0301726,USER0081,2024-05,0,30/12/2023 12:40,,P3,New,Network,Service Desk,Delhi,,Yes,2
INC2576924,INC0300339,USER0295,2023-12,3,2024-03-18 07:38:17,18/03/2024 08:08,3 - Moderate,CLOSED,Database,Database Admin,Mumbai,0.5,YES,0
INC6867468,INC0301292,USER0284,2023-09,0,2023-06-24 01:48:44,,1 - Critical,,Network,Infrastructure,,,Yes,0
INC9879671,INC0304132,USER0267,2024-02,8,2024-10-25 13:05:02,,4 - Low,New,Software,Infrastructure,,,yes,0
INC5193531,INC0300018,USER0077,2024-04,2,2024-06-10 06:48:29,,1 - Critical,new,Software,Application Support,Mumbai,,no,0
INC6962284,INC0304337,USER0179,2023-01,5,2023/06/23 07:53,2023-06-24,2 - High,CLOSED,Access,Security Ops,Hyderabad,,Yes,1
INC5067032,INC0301285,USER0208,2023-09,7,11/04/2024 22:49,,,CLOSED,Software,Application Support,Hyderabad,,no,
INC5965829,INC0301107,USER0273,2024-03,0,2023-08-23 03:39:58,,P3,,Access,Infrastructure,,,YES,1
INC7627754,INC0301770,USER0101,2023-08,16,2024-12-27 05:29:02,2024-12-27,high,resolved,,Application Support,,0.5,Yes,1
INC7864494,INC0302616,USER0263,2023-06,0,2023-06-02 03:03:50,N/A,2 - High,CLOSED,Network,Security Ops,Remote,,yes,0
INC2094876,INC0300221,USER0175,2023-07,2,2023/09/23 19:28,,,On Hold,Security,Infrastructure,Chennai,,,
INC7740625,INC0301477,USER0225,2024-04,0,2024-04-08 17:55:53,,3 - Moderate,New,Software,Security Ops,,,no,1
INC4014191,INC0300741,USER0125,2023-07,6,31/01/2024 23:50,,3 - Moderate,,Software,Service Desk,Mumbai,,yes,0
INC6930664,INC0302568,USER0184,2023-11,0,2023/02/26 21:33,,high,,,Database Admin,Chennai,,,
INC8598145,INC0301955,USER0170,2023-04,17,12/09/2024 11:32,12/09/2024 18:08,,Resolved,Software,Application Support,Delhi,6.6,YES,0
INC7829713,INC0300626,USER0214,2023-02,19,2024-09-24 17:17:09,,,New,Access,Application Support,,,YES,1
INC3738148,INC0300614,USER0142,2023-10,5,2024-03-01 22:15:07,,high,On Hold,,Application Support,Hyderabad,,No,2
INC7601665,INC0301699,USER0013,2024-05,6,2024-11-29 00:18:53,,LOW,In Progress,Network,Application Support,Remote,,No,0
INC3038942,INC0302368,USER0224,2023-11,9,2024-08-07 20:12:23,,1 - Critical,,Access,Application Support,Hyderabad,,Yes,0
INC7416247,INC0301600,USER0150,2023-10,1,24/11/2023 03:09,,high,,Database,Security Ops,,,no,
INC7851037,INC0300042,USER0193,2023-01,11,2023-12-18 23:06:26,,P3,,Software,Service Desk,Bangalore,,,2
INC8450564,INC0303016,USER0022,2023-06,5,2023/11/02 10:40,,,In Progress,Security,Database Admin,,,YES,
INC5721592,INC0304891,USER0054,2023-12,11,11-18-2024,,,In Progress,Network,Service Desk,Delhi,,,
INC8916536,INC0305056,USER0143,2024-03,5,2024-08-23,,P1,In Progress,Network,Infrastructure,Bangalore,,No,
INC4360512,INC0303136,USER0052,2024-06,2,2024-08-28 20:44:34,,critical,,Hardware,Security Ops,Remote,,yes,0
INC4364278,INC0303080,USER0243,2023-12,0,2023-09-24 23:46:30,,3 - Moderate,In Progress,,Service Desk,Bangalore,,yes,0
INC8564122,INC0301841,USER0125,2023-07,7,2024-02-07 19:50:12,2024/02/09 13:45,,CLOSED,Security,Service Desk,,41.92,YES,
INC4240941,INC0301033,USER0147,2023-07,2,2023-09-16 21:33:16,,P1,In Progress,Hardware,Service Desk,,,yes,2
INC5003499,INC0303239,USER0076,2023-02,7,2023-09-20 18:27:39,,4 - Low,In Progress,Security,Service Desk,Mumbai,,Yes,0
INC3960848,INC0304184,USER0009,2024-06,0,2024-06-09 11:25:49,,P1,new,Database,Service Desk,Bangalore,,no,0
INC3712057,INC0300558,USER0193,2023-01,2,2023-03-25 08:10:56,,1 - Critical,Closed,Security,Service Desk,Bangalore,,yes,1
INC6549446,INC0300554,USER0035,2023-03,6,2023-09-20 21:58:01,,P3,New,,Service Desk,,,,1
INC9939397,INC0300925,USER0268,2024-05,4,2024-09-24 18:03:55,,1 - Critical,in progress,Network,Database Admin,Hyderabad,,no,0
INC6857602,INC0303267,USER0238,2023-11,7,2024-06-01 17:55:50,2024-06-02 04:46:16,2 - High,resolved,,Security Ops,Bangalore,10.84,,0
INC8645223,INC0302996,USER0218,2023-03,17,2024-08-18 20:47:36,,critical,,,Application Support,Remote,,Yes,2
INC8309723,INC0303262,USER0050,2023-09,0,2023-08-11 01:14:06,,critical,in progress,Hardware,Application Support,Mumbai,,YES,0
INC9283328,INC0301825,USER0057,2024-01,0,2023-01-03 01:52:21,2023-01-03 18:55:24,1 - Critical,CLOSED,Hardware,Infrastructure,Chennai,,yes,0
INC9708936,INC0301446,USER0087,2023-01,11,2023-12-10 00:35:23,,2 - High,In Progress,Software,Service Desk,,,Yes,0
INC6360202,INC0303155,USER0186,2024-05,0,2023-06-01 14:10:13,02/06/2023 01:16,critical,Resolved,,Application Support,Chennai,11.11,,0
INC4169167,INC0303019,USER0140,2023-04,18,12/10/2024 18:25,,high,New,Access,Service Desk,,,No,0
INC8559397,INC0301123,USER0185,2023-02,2,2023-04-05 18:49:22,,2 - High,in progress,Hardware,Infrastructure,Mumbai,,yes,
INC6013991,INC0304078,USER0062,2024-01,0,2023-07-10,,2 - High,in progress,Network,Application Support,Hyderabad,,No,0
INC4139281,INC0301042,USER0170,2023-04,15,2024-07-23 18:22:30,,2 - High,,Software,Application Support,Chennai,,Yes,
INC8858158,INC0300627,USER0275,2023-12,5,05-15-2024,,critical,In Progress,Security,Service Desk,Chennai,,No,0
INC5290317,INC0300909,USER0002,2023-11,0,2023/07/07 17:58,07-08-2023,,Resolved,Security,Database Admin,Delhi,,,1
INC9059427,INC0303384,USER0133,2023-03,8,2023-11-26 19:47:50,2023-11-27 12:39:51,P2,Resolved,Software,Database Admin,Remote,16.87,YES,
INC2811132,INC0302567,USER0015,2023-09,0,2023-08-12 07:01:38,2023-08-13 09:42:54,P3,resolved,Software,Service Desk,Remote,26.69,YES,2
INC3108896,INC0301364,USER0019,2023-07,17,2024-12-11 21:10:27,,P1,new,,Security Ops,Mumbai,,yes,0
INC6686536,INC0300856,USER0096,2023-04,0,2023-01-16 13:31:29,,LOW,In Progress,Access,Infrastructure,Remote,,,0
INC4455294,INC0305466,USER0287,2023-10,0,2023-10-17 10:48:48,2023-10-18 07:45:19,4 - Low,Closed,Network,Database Admin,,20.94,,2
INC8595847,INC0302659,USER0153,2023-11,11,2024-10-10 02:00:57,,,In Progress,Network,Application Support,,,,1
INC3866313,INC0303313,USER0014,2023-01,10,2023-11-27 23:51:42,2023-11-29 03:33:20,critical,CLOSED,Database,Application Support,Delhi,27.69,YES,0
INC6200232,INC0305357,USER0129,2023-02,4,2023-06-11 00:32:37,,critical,New,,Database Admin,Mumbai,,yes,
INC7921417,INC0302868,USER0121,2024-06,0,21/02/2024 20:32,,critical,new,Network,Infrastructure,Bangalore,,YES,2
INC2151033,INC0302216,USER0254,2023-10,0,2023/08/19 09:35,,LOW,in progress,Database,Database Admin,,,YES,0
INC4318609,INC0301515,USER0225,2024-04,5,2024-09-22 09:39:53,,3 - Moderate,resolved,Software,Security Ops,Chennai,,No,0
INC6062877,INC0302571,USER0023,2023-11,6,2024/05/11 22:47,,P1,On Hold,,Application Support,,,Yes,1
INC4609753,INC0305190,USER0114,2024-04,5,2024-09-12 15:20:43,,,new,,Application Support,Hyderabad,,,1
INC2524908,INC0304317,USER0031,2023-07,0,16/07/2023 12:29,2023-07-17,P2,Closed,Network,Infrastructure,Mumbai,30.52,,
INC6103223,INC0300508,USER0161,2024-05,4,2024-09-15 14:33:46,,LOW,In Progress,Software,Application Support,Bangalore,,No,
INC5884687,INC0302240,USER0186,2024-05,0,2023-11-28 06:33:12,,P3,On Hold,,Application Support,Remote,,,0
INC5462173,INC0303460,USER0036,2023-07,10,2024-05-26 13:35:08,2024-05-27 15:23:39,,Closed,Security,Database Admin,Bangalore,25.81,,0
